Ponx,Lynx,60,Action,10
Monopoly [1999],GBC,70,Board,10
Spawn,GBC,30,Action,10
Goemon's Great Adventure,Nintendo64,80,Platform,10
Motocross Maniacs 2,GBC,80,Racing,10
The Chessmaster 7000,PC,81,Board,10
Age of Empires II: The Age of Kings,PC,88,Strategy,10
Jet Force Gemini,Nintendo64,81,Shooter,10
Pocket Bowling,GBC,70,Sports,10
Harley-Davidson: Race Across America,PC,48,Racing,10
Cutthroats: Terror on the High Seas,PC,62,Strategy,10
10-Pin Bowling,GBC,40,Sports,10
NHL 2000,PS,91,Sports,10
Driver,PC,89,Racing Action,10
Monster Rancher 2,PS,88,Simulation,10
Final Fantasy Anthology,PS,90,RPG,10
Destruction Derby 64,Nintendo64,67,Racing,10
Homeworld,PC,95,Strategy,10
Chase H.Q. Secret Police,GBC,50,Action,10
SEGA Bass Fishing,Dreamcast,85,Hunting,10
VMU Football,DreamcastVMU,30,Sports,10
Virtua Fighter 3tb,Dreamcast,87,Fighting,10
FreeSpace 2,PC,89,Action,10
Gauntlet Legends,Nintendo64,77,Action,9
Ted Nugent: Wild Hunting Adventure,PC,74,Sports,9
Suzuki Alstare Racing,Dreamcast,40,Racing,11
Toy Story 2: Buzz Lightyear to the Rescue,Nintendo64,59,Platform,11
Ready 2 Rumble Boxing,Nintendo64,78,Sports Action,11
Pharaoh,PC,90,Strategy,11
Bassmasters Classic,GBC,40,Hunting,11
Omikron: The Nomad Soul,PC,85,Adventure,11
Clock Tower 2: The Struggle Within,PS,48,Adventure,11
Septerra Core: Legacy of the Creator,PC,80,RPG,11
Pong: The Next Level,PC,74,Puzzle,11
Resident Evil 3: Nemesis,PS,94,Action Adventure,11
You Don't Know Jack! [1999],PS,82,Trivia,11
LEGO Racers,Nintendo64,75,Racing,10
Suikoden II,PS,90,RPG,10
Nations: WWII Fighter Command,PC,68,Simulation,11
Tail Concerto,PS,72,Platform,11
Psychic Force 2012,Dreamcast,69,Fighting,11
WWF Attitude,Dreamcast,80,Wrestling,11
Tasmanian Devil: Munching Madness,GBC,70,Action,11
Langrisser Millenium,Dreamcast,55,Strategy,11
Rippin' Riders Snowboarding,Dreamcast,73,Sports,11
FIFA 2000 Major League Soccer,PC,88,Sports,11
Sid Meier's Alien Crossfire,PC,87,Strategy,11
Pocket Bomberman,GBC,70,Action,10
The King of Fighters: Dream Match 1999,Dreamcast,84,Fighting,10
Earthworm Jim 3D,Nintendo64,73,Platform,10
R-Type DX,GBC,80,Action,10
Armored Fist 3,PC,69,Simulation,10
Trickstyle,PC,85,Racing,10
A Collection of Intellivision Classic Games,PS,40,Action,10
Poker Night with David Sklansky,PC,64,Puzzle,10
Ms. Pac-Man,GBC,90,Action,11
Revenant,PC,83,Action,11
Madden NFL 2000,GBC,70,Sports,11
Paperboy (2000),Nintendo64,80,Action,11
Ballistic,GBC,70,Puzzle,11
NHL Championship 2000,PS,91,Sports,10
Rising Zan: The Samurai Gunman,PS,85,Fighting,10
Space Invaders,PS,79,Action,10
Spy Hunter / Moon Patrol,GBC,60,Action,10
Extreme Wintersports,PC,38,Sports,10
Logical,GBC,50,Sports,10
Knockout Kings 2000,Nintendo64,67,Sports,10
South Park,PS,20,Action,10
Tom and Jerry,GBC,40,Platform,10
WinBack: Covert Operations,Nintendo64,80,Action,10
Tony Hawk's Pro Skater,PS,94,Sports,10
Hole in One Golf,GBC,30,Sports,10
Pokemon Yellow: Special Pikachu Edition,GB,100,RPG,10
Flight Unlimited III,PC,90,Simulation,10
AMA Superbike,PC,45,Racing,10
NBA 2K,Dreamcast,92,Sports,11
RollerCoaster Tycoon: Corkscrew Follies,PC,70,Strategy,11
Turok: Rage Wars,Nintendo64,89,Action,11
Resident Evil 2 [1998],Nintendo64,91,Action Adventure,11
WWF Wrestlemania 2000,Nintendo64,89,Wrestling,11
Shadow Company: Left for Dead,PC,73,Strategy,11
Toy Commander,Dreamcast,89,Simulation,11
Pong: The Next Level,PS,90,Action,11
Tanktics,PC,35,Strategy,11
Nightlong: Union City Conspiracy,PC,68,Adventure,11
Grandia,PS,90,RPG,11
007: Tomorrow Never Dies,PS,50,Action,11
SuperCross Circuit,PS,58,Racing,11
Sim Theme Park,PC,84,Strategy,11
Rayman 2: The Great Escape,PC,92,Platform,11
The X-Files: The Game,PS,50,Adventure,11
NFL Blitz 2000,PC,80,Sports Action,11
Rayman 2: The Great Escape,Nintendo64,90,Platform,11
Rocket: Robot on Wheels,Nintendo64,90,Platform,11
SEGA Rally 2: Sega Rally Championship,Dreamcast,90,Racing,11
Tom Clancy's Rainbow Six,Nintendo64,85,Shooter,11
NBA Basketball 2000,PS,72,Sports,11
Game & Watch Gallery 2,GBC,80,Action,11
Delta Force 2,PC,75,Shooter,11
NCAA Final Four 2000,PS,79,Sports,11
Trick N' Snowboarder,PS,65,Sports,11
Ballistic,PS,80,Puzzle,11
Knockout Kings 2000,PS,85,Sports,11
Space Invaders,GBC,70,Action,11
FIFA 2000 Major League Soccer,PS,91,Sports,11
Dynamite Cop,Dreamcast,41,Action,11
Speed Devils,Dreamcast,79,Racing,11
NASCAR 2000,PS,70,Racing,10
Crash Team Racing,PS,85,Racing Action,10
Warpath: Jurassic Park,PS,55,Fighting,11
Medal of Honor [1999],PS,93,Action,11
Spyro 2: Ripto's Rage,PS,88,Platform,11
Grand Theft Auto II,PC,73,Action,11
Jane's USAF [1999],PC,82,Simulation,11
Test Drive Off-Road 3,PS,50,Racing,11
Spec Ops II: Green Berets,PC,52,Action,11
Army Men: Air Attack,PS,80,Action,11
Soul Fighter,Dreamcast,25,Fighting,11
Twisted Metal 4,PS,60,Action,11
Nocturne,PC,74,Action,11
Test Drive 6,PS,65,Racing,11
Centipede [1999],Dreamcast,29,Shooter,11
South Park: Chef's Luv Shack,Dreamcast,43,Other,11
The Next Tetris,PC,65,Puzzle,10
Army Men: Toys in Space,PC,48,Action,10
Gex 3: Deep Cover Gecko,Nintendo64,58,Platform,10
Grand Theft Auto II,PS,68,Action,10
Metal Gear Solid: VR Missions,PS,71,Action Adventure,10
NASCAR Racing 3,PC,92,Racing,10
UEFA Striker,Dreamcast,79,Sports,10
Plus Plum,Dreamcast,59,Puzzle,10
Beauty and the Beast: A Board Game Adventure,GBC,60,Party,10
Earthworm Jim: Menace 2 the Galaxy,GBC,60,Action,11
The Chronicles of Jaruu Tenk,PC,60,Virtual Pet,11
Toy Story 2,GBC,50,Platform,11
NBA Showtime: NBA on NBC,Nintendo64,71,Sports,11
CyberTiger,PS,55,Sports,11
NBA Showtime: NBA on NBC,Dreamcast,88,Sports,11
NERF Arena Blast,PC,88,Action,11
Axis & Allies: Iron Blitz,PC,77,Strategy,11
Slave Zero,PC,80,Action,11
NBA Live 2000,Nintendo64,71,Sports,11
Supercross 2000,PS,42,Racing,11
LEGO Racers,Nintendo64,75,Racing,10
Seven Kingdoms II: The Fryhtan Wars,PC,86,Strategy,11
Cool Boarders 4,PS,40,Sports,11
Slave Zero,Dreamcast,32,Action,11
Heroes of Might and Magic III: Armageddon's Blade,PC,90,Strategy,11
Pac-Man World 20th Anniversary,PS,78,Platform,11
Space Griffon,Dreamcast,40,Action,11
South Park: Chef's Luv Shack,Nintendo64,53,Trivia,12
Links LS 2000,PC,82,Sports,12
MTV Sports Snowboarding,PS,68,Sports,12
The Smurfs [1999],PS,60,Action,12
Godzilla: The Series,GBC,60,Action,12
Who Wants To Be A Millionaire? [1999],PC,62,Trivia,12
Arcade Party Pak,PS,75,Action Compilation,12
Ultima IX: Ascension,PC,62,RPG,12
Tomb Raider: The Last Revelation,PC,70,Action,12
Quake III: Arena,PC,93,Shooter,12
Armada [1999],Dreamcast,91,Action Adventure,12
Star Trek: Hidden Evil,PC,40,Adventure,12
V-Rally 2 Presented by Need for Speed,PS,85,Racing,12
Mickey's Racing Adventure,GBC,80,Racing,12
Ready 2 Rumble Boxing,PS,65,Sports Action,12
Game & Watch Gallery 3,GBC,80,Action,12
Puzzle Master,GBC,80,Puzzle,12
Castlevania: Legacy of Darkness,Nintendo64,68,Action Adventure,12
Hype: The Time Quest,PC,78,Adventure,12
Tonka Raceway,GBC,50,Racing,12
NBA Jam 2000,Nintendo64,71,Sports Action,12
Babe and Friends,GBC,70,Puzzle,12
Abomination: The Nemesis Project,PC,50,Strategy,12
Amerzone: The Explorer's Legacy,PC,55,Adventure,12
Toy Story 2: Buzz Lightyear to the Rescue!,PS,70,Action,12
Avalon Hill's Diplomacy,PC,66,Strategy,11
Test Drive 6,GBC,50,Racing,11
Mission: Impossible,PS,65,Action,11
NBA 3 on 3 Featuring Kobe Bryant,GBC,60,Sports,12
Re-Volt,Dreamcast,87,Racing,12
Close Combat IV: Battle of the Bulge,PC,84,Strategy,12
NBA Live 2000,PC,92,Sports,12
Star Wars: Episode I: Racer,GBC,60,Racing,12
Hangsim,PC,70,Simulation,12
WWF Wrestlemania 2000,GBC,60,Wrestling,12
SWAT 3: Close Quarters Battle,PC,86,Action,11
Namco Museum 64,Nintendo64,55,Action,11
Wu-Tang: Shaolin Style,PS,80,Fighting,11
Akuma: Demon Spawn,PC,35,Action,11
Interstate '82,PC,69,Action,11
Grand Theft Auto,GBC,40,Racing,11
Evel Knievel [1999],GBC,20,Action,12
NFL Quarterback Club 2000,Dreamcast,20,Sports,12
Tiny Toon Adventure: Toonenstein -- Dare to Scare,PS,65,Adventure,12
Sonic The Hedgehog: Pocket Adventure,NPC,100,Platform,12
Unreal Tournament [1999],PC,96,Shooter,12
Odium,PC,70,Strategy,12
South Park: Chef's Luv Shack,PS,21,Trivia,12
Xena: Warrior Princess -- The Talisman of Fate,Nintendo64,74,Fighting,12
Jeff Gordon XS Racing,GBC,50,Racing,11
Half-Life: Opposing Force,PC,75,Action,11
F-1 World Grand Prix,Dreamcast,86,Racing,11
NBA Courtside 2: Featuring Kobe Bryant,Nintendo64,92,Sports,11
Donkey Kong 64,Nintendo64,90,Platform,11
Caesars Palace II,GBC,80,Simulation,11
Shadow Man,Dreamcast,85,Action,12
Indiana Jones and the Infernal Machine,PC,78,Action,12
Top Gear Rally 2,Nintendo64,82,Racing,12
Age of Wonders,PC,88,Strategy,12
NBA Live 2000,PS,88,Sports,12
Worms Armageddon,Dreamcast,90,Puzzle,12
Thrasher: Skate and Destroy,PS,85,Sports,12
Gabriel Knight III: Blood of the Sacred Blood of the Damned,PC,83,Adventure,12
Mr. Nutz,GBC,70,Platform,12
The Wheel of Time,PC,73,Action,12
Nuclear Strike,Nintendo64,71,Action,12
Supercross 2000,Nintendo64,81,Racing,12
Billy Bob's Huntin' 'n Fishin',GBC,50,Hunting,12
Incoming,Dreamcast,70,Action,12
Armorines: Project S.W.A.R.M.,Nintendo64,58,Action,12
Marble Madness,GBC,50,Action,12
Boombots,PS,35,Fighting,12
Rampart,GBC,90,Strategy,12
Tomb Raider: The Last Revelation,PS,85,Action,12
Panzer Elite,PC,53,Simulation,12
Colt's Wild West Shootout,PC,39,Action,1
Rubik's Games,PC,75,Puzzle,1
Glover,PS,26,Platform,1
Broken Sword II: The Smoking Mirror,PS,80,Adventure,1
Dune 2000,PS,40,Strategy,1
Tom Clancy's Rainbow Six,PS,38,Shooter,1
Urban Chaos,PC,87,Action Adventure,12
Harvest Moon 64,Nintendo64,82,RPG,12
Star Wars: Pit Droids,PC,75,Educational Puzzle,12
Vigilante 8: Second Offense,Dreamcast,86,Action,12
NCAA March Madness 2000,PS,91,Sports,12
Armorines: Project S.W.A.R.M.,GBC,70,Action,12
Asteroids Hyper 64,Nintendo64,63,Action,12
Tonic Trouble,PC,63,Platform,12
Touring Car Challenge,PC,55,Racing,12
Godzilla Generations Maximum Impact,Dreamcast,25,Action,1
Black Bass with Blue Marlin,PS,50,Hunting,1
SNK vs. Capcom: Card Fighter's Clash,NPC,90,Card Battle,1
Konami Arcade Classics,PS,45,Action,1
Seventh Cross,Dreamcast,42,Simulation,1
Fighting Force 2,PS,30,Action,12
40 Winks,PS,55,Adventure,12
Crusaders of Might and Magic,PC,40,Action,12
NBA ShootOut 2000,PS,83,Sports,12
Killer Loop,PS,48,Racing,12
Test Drive 6,Dreamcast,34,Racing,12
Wild Metal,Dreamcast,83,Action,1
Worms: Armageddon,GBC,60,Action,1
Crazy Taxi,Dreamcast,96,Racing Action,1
Final Fantasy VIII,PC,74,RPG,1
NHL 2000,GBC,50,Sports,1
Turok: Rage Wars,GBC,70,Action,12
NFL Blitz 2000,GBC,20,Sports Action,12
Planescape: Torment,PC,92,RPG,12
Gex 3: Deep Pocket Gecko,GBC,60,Action,12
Bubble Bobble,GBC,70,Action,12
Bass Landing,PS,77,Hunting,12
Shanghai: Second Dynasty,PC,88,Puzzle,1
Sid Meier's Antietam!,PC,88,Strategy,1
Knockout Kings,GBC,50,Sports,1
No Fear Downhill Mountain Bike Racing,PS,55,Sports,1
Juggernaut [1999],PS,45,Action,1
Shanghai Pocket,GBC,90,Puzzle,1
Extreme Rock Climbing,PC,45,Sports,1
Space Invaders,PC,68,Action,1
Space Channel 5 (Dream Collection),Dreamcast,92,Music,12
3-D Ultra Radio Control Racers,PC,62,Racing,12
Wild Wild West: The Steel Assassin,PC,70,Adventure,12
Survival Kids,GBC,90,RPG,12
Gran Turismo 2,PS,98,Racing,12
Test Drive Off-Road 3,PC,73,Racing,12
Scrabble [1999],PS,40,Puzzle,12
Star Wars: Yoda Stories,GBC,20,Adventure,1
Hot Wheels: Stunt Track Driver,GBC,70,Racing,1
Uno [2000],GBC,70,Strategy,1
Micro Machines I & II: Twin Turbo,GBC,90,Racing,1
Dragon Warrior Monsters,GBC,90,RPG,1
Monopoly Casino,PC,75,Puzzle,12
NBA Showtime: NBA on NBC,PS,69,Sports,12
Space Invaders,Nintendo64,78,Action,12
Worms Armageddon,PS,75,Action,12
Ready 2 Rumble Boxing,GBC,60,Sports Action,12
Bass Rise,PS,55,Hunting,12
Rampage 2: Universal Tour,GBC,60,Action,12
Napoleon 1813,PC,64,Strategy,12
Missile Command [1999],PS,70,Action,12
Zombie Revenge,Dreamcast,59,Action,1
International Track & Field 2000,PS,65,Sports,1
NASCAR Legends,PC,89,Racing,1
Tomba! 2 -- The Evil Swine Return,PS,90,Platform,1
Tee Off Golf,Dreamcast,78,Sports,1
Wings of Fury,GBC,80,Action,1
Roadsters,Nintendo64,75,Racing,1
The Dukes of Hazzard: Racing for Home,PS,60,Racing,1
South Park Rally,PS,30,Racing,1
Shenmue (Limited Edition),Dreamcast,92,Action RPG,1
Missile Command [1999],PC,68,Action,1
Legacy of Kain: Soul Reaver,Dreamcast,91,Action,1
Bionic Commando: Elite Forces,GBC,80,Action,1
Q*bert,PC,68,Action,1
Oddworld Adventures 2,GBC,70,Action,1
Tiger Woods PGA Tour 2000,PS,60,Sports,1
Rainbow Cotton,Dreamcast,60,Shooter,1
Ghosts 'N Goblins,GBC,90,Action,1
Monkey Magic,PS,70,Action,1
Vigilante 8: Second Offense,PS,82,Action,12
Virtua Striker 2 v2000.1,Dreamcast,65,Sports,12
Test Drive 6,PC,65,Racing,12
South Park: Chef's Luv Shack,PC,55,Trivia,12
Evolution: The World of Sacred Device,Dreamcast,65,RPG,12
Jet Coaster Dream,Dreamcast,90,Action,12
Dirt Track Racing,PC,88,Racing,12
Battlezone II: Combat Commander,PC,79,Action,1
Asheron's Call,PC,64,RPG,1
Catz,GBC,50,Simulation,1
Mortyr: 2093-1944,PC,50,Action,1
Resident Evil 2 [1998],Dreamcast,85,Action Adventure,1
Professional Bull Rider,PC,70,Sports,1
LEGO Rock Raiders,PC,60,Strategy,1
MiG Alley,PC,90,Simulation,1
MechWarrior 3: Pirate's Moon,PC,72,Simulation,1
NASCAR Challenge,GBC,20,Racing,1
SNK vs. Capcom: Match of the Millennium,NPC,100,Fighting,1
Fatal Fury: Wild Ambition,PS,40,Fighting,1
Q*bert,PS,69,Action,1
Monopoly 64,Nintendo64,74,Board,1
Carnivores II,PC,73,Action,1
Mario Party 2,Nintendo64,79,Party,1
Magical Drop Pocket,NPC,80,Puzzle,1
Descent 3: Mercenary,PC,88,Shooter,1
Chocobo's Dungeon 2,PS,65,Action RPG,1
Brunswick Circuit Pro Bowling,Nintendo64,73,Sports,1
Scrabble [1999],PC,78,Board,1
Boarder Zone,GBC,70,Sports,1
Dogz,GBC,50,Simulation,1
Vigilante 8,GBC,60,Action,1
Flanker 2.0,PC,70,Simulation,1
Disney's Story Studio: Mulan,PS,77,Action,1
EGG: Elemental Gimmick Gear,Dreamcast,80,RPG,1
Fighting Force 2,Dreamcast,36,Adventure,1
MTV Music Generator,PS,90,Music Editor,1
Silhouette Mirage,PS,89,Action,1
Scooby-Doo! Mystery of the Fun Park Phantom,PC,52,Adventure,1
Lightbringer: The Next Giant Leap for Mankind,PC,52,Adventure,1
Wetrix+,Dreamcast,87,Puzzle,1
A Bug's Life,GBC,30,Action,2
All-Star Baseball 2000,GBC,60,Sports,2
NHL 2K [2000],Dreamcast,86,Action,2
Sakura Wars: Hanagumi Taisen Columns 2,Dreamcast,90,Puzzle,2
Zebco Fishing,GBC,70,Hunting,2
NASCAR Rumble,PS,80,Racing,2
The Sims,PC,95,Simulation,2
Conker's Pocket Tales,GBC,60,Adventure,2
Deer Hunter: Interactive Hunting Experience,GBC,20,Simulation,2
Tokyo Bus Guide,Dreamcast,70,Simulation,2
Matchbox Caterpillar Construction Zone,GBC,50,Action,2
Road Rash: Jailbreak,PS,70,Racing Action,2
Jane's F/A-18 Simulator,PC,85,Flight Simulation,2
Top Gear Pocket 2,GBC,80,Racing,2
Saga Frontier 2,PS,70,RPG,2
ECW: Hardcore Revolution,Nintendo64,50,Wrestling,2
Super Breakout,GBC,40,Action,2
Blaze & Blade: Eternal Quest,PC,44,RPG,2
Pong: The Next Level,GBC,20,Action,2
Speedy Gonzales: Aztec Adventure,GBC,50,Platform,2
Vandal Hearts II,PS,74,RPG,2
Legend of the River King GBC,GBC,80,Simulation,2
Formula 1 '99,PS,85,Racing,2
Undercover A.D. 2025 Kei,Dreamcast,25,Action Adventure,2
Touring Car Challenge,PS,80,Racing,2
K-1 Grand Prix,PS,30,Fighting,2
Tiger Woods PGA Tour 2000,GBC,30,Sports,2
International Track & Field,GBC,80,Sports,2
Quest: Brian's Journey,GBC,40,Adventure,2
Wario Land II,GBC,90,Platform,2
Bust-A-Move 4,PC,64,Puzzle,2
Rising Sun,PC,77,Strategy,2
Shadowgate Classic,GBC,60,RPG,2
Catwoman,GBC,30,Action,2
Vigilante 8: Second Offense,Nintendo64,80,Action,2
The Mask of Zorro,GBC,20,Action,2
Virtual Pool Hall,PC,85,Sports,2
Fisherman's Bait 2:  Big Ol' Bass,PS,80,Hunting,1
Ridge Racer 64,Nintendo64,90,Racing,2
Tarzan,Nintendo64,78,Action,2
Railroad Tycoon II,PS,60,Strategy,2
Microsoft Flight Simulator 2000,PC,40,Flight Simulation,2
South Park Rally,PC,49,Racing,2
Jeremy McGrath Supercross 2000,Nintendo64,49,Racing,3
WWF Smackdown!,PS,88,Wrestling,3
South Park Rally,Nintendo64,57,Racing,3
Animaniacs Splat Ball,PC,50,Action,2
Carrier,Dreamcast,80,Action,2
Extreme PaintBrawl 2,PC,26,Action,2
TNN Outdoor Fishing Championship,GBC,40,Hunting,2
Marvel vs. Capcom: Clash of Super Heroes,PS,75,Fighting,2
Neo*Geo Cup '98 Plus,NPC,70,Sports,2
1602 A.D.,PC,79,Strategy,2
UpWords,PC,60,Puzzle,2
Dark Arms: Beast Busters 1999,NPC,50,Action,2
NBA In The Zone 2000,Nintendo64,58,Sports,2
Black Bass Lure Fishing,GBC,20,Hunting,2
Microsoft International Soccer 2000,PC,76,Sports,2
Magical Tetris Challenge,GBC,100,Puzzle Adventure,2
FIFA 2000 Major League Soccer,GBC,20,Sports,2
World League Soccer 2000,Nintendo64,48,Sports,2
Nox,PC,89,Action,2
Hidden & Dangerous: Devil's Bridge,PC,64,Action,2
Dance Dance Revolution 2nd Mix: Dreamcast Edition,Dreamcast,80,Music,2
Azure Dreams,GBC,60,RPG,2
Looney Tunes,GBC,60,Platform,2
Roadsters,GBC,30,Racing,2
ECW: Hardcore Revolution,PS,40,Wrestling,2
Colin McRae Rally [2000],PS,90,Racing,2
Brunswick Circuit Pro Bowling 2,PS,80,Sports,2
Shanghai Mini,NPC,90,Puzzle,2
Neo 21,NPC,30,Strategy,2
NBA In The Zone 2000,PS,45,Sports,2
The New Adventures of Mary-Kate & Ashley,GBC,60,Platform,2
Fear Effect,PS,89,Action Adventure,2
Gals Fighters,NPC,90,Fighting,3
Croc 2,PC,65,Platform,3
Triple Play 2001,PS,70,Sports,3
Sim Theme Park,PS,85,Simulation,3
Total Annihilation: Kingdoms -- The Iron Plague,PC,58,Strategy,3
Roadsters,Dreamcast,46,Racing,3
PD Ultraman Battle Collection 64,Nintendo64,20,RPG,3
Top Gear Hyperbike,Nintendo64,61,Racing,3
Armored Core: Master of Arena,PS,80,Action,3
Tomb Raider: The Last Revelation,Dreamcast,30,Action,3
Rugrats: Time Travelers,GBC,30,Platform,3
Street Fighter Alpha: Warriors' Dreams,GBC,80,Fighting,3
Worms Armageddon,Nintendo64,87,Action,3
Spy vs. Spy,GBC,80,Action,3
Sammy Sosa Softball Slam,PS,30,Sports,3
Cyber Tiger,Nintendo64,84,Sports,3
Montezuma's Return,GBC,70,Action,3
Thief II: The Metal Age,PC,90,Action,3
Tony Hawk's Pro Skater,GBC,50,Sports,3
Star Wars: Force Commander,PC,47,Strategy,3
Invictus: In the Shadow of Olympus,PC,59,Strategy,3
NBA Jam 99,GBC,30,Sports Action,3
PBA Tour Bowling 2,PC,45,Sports,3
Might and Magic VIII: Day of the Destroyer,PC,65,RPG,3
Superbike 2000,PS,40,Racing,3
Boarder Zone,PC,80,Sports,3
Championship Bass,PS,80,Hunting,3
Test Drive Off-Road 3,GBC,40,Racing,3
Army Men: Sarge's Heroes,PS,35,Action,3
Superbike 2000,PC,80,Racing,3
Treasure Strike,Dreamcast,59,Action,3
Crusaders of Might and Magic,PS,30,Strategy,3
Stephen King's F13,PC,21,Other,3
Hydro Thunder,PS,73,Racing,3
Vegas Games,GBC,30,Simulation,3
BattleTanx: Global Assault,PS,45,Action,3
Virtual Pro Wrestling 2,Nintendo64,79,Wrestling,3
Rayman 2: The Great Escape,Dreamcast,96,Platform,3
Front Mission 3,PS,88,RPG,3
Virtua Striker 2,Dreamcast,41,Sports,3
Mobil 1 Rally Championship,PC,88,Racing,3
Chu Chu Rocket,Dreamcast,90,Puzzle,3
Swamp Buggy Racing,PC,19,Racing,3
Family Game Pack,PS,20,Puzzle,3
Quest: Fantasy Challenge,GBC,50,Puzzle,3
ECW: Hardcore Revolution,GBC,30,Wrestling,3
Killer Loop,PC,81,Racing,3
X: Beyond the Frontier,PC,77,Action Simulation,3
SEGA Swirl,Dreamcast,82,Puzzle,3
Beatmania,WonderSwan,70,Music,3
Sword of the Berserk: Guts' Rage,Dreamcast,80,Action,3
Army Men,GBC,80,Action,3
Renegade Racers,PS,45,Racing,3
Die Hard Trilogy 2: Viva Las Vegas,PC,57,Action,3
NHL Rock the Rink,PS,80,Sports,3
Bakuretsu Muteki Bangaioh,Nintendo64,78,Shooter,4
F1 2000,PS,70,Racing,4
Messiah,PC,75,Action,4
Gauntlet Legends,PS,72,Action,4
Army Men: World War,PS,45,Action,4
ECW: Hardcore Revolution,Dreamcast,69,Wrestling,3
Hydro Thunder,Nintendo64,70,Racing,3
Deception III: Dark Delusion,PS,60,RPG,3
Pokemon Stadium,Nintendo64,82,Battle,3
Polaris SnoCross,GBC,70,Racing,3
NBA Showtime: NBA on NBC,GBC,30,Sports,3
Die Hard Trilogy 2: Viva Las Vegas,PS,35,Action,3
Mega Man & Bass,WonderSwan,50,Action,4
Muppets,GBC,20,Platform,4
Shadow Watch,PC,84,Strategy,4
F/A 18 Super Hornet,PC,55,Simulation,4
Gundam Side Story: 0079,Dreamcast,79,Action,4
LEGO Racers,PS,60,Racing,3
Street Sk8er 2,PS,75,Sports,3
Deer Hunter 3: The Legend Continues,PC,82,Hunting,3
Syphon Filter 2,PS,89,Action,3
Tread Marks,PC,69,Racing,3
Tony Hawk's Pro Skater,Nintendo64,91,Sports,3
Hot Shots Golf 2,PS,92,Sports Action,3
Ace Combat 3: Electrosphere,PS,90,Action,3
Star Wars: Episode I: Jedi Power Battles,PS,30,Action,4
Codename Eagle,PC,73,Action,4
Rayman,GBC,90,Action,4
Star Wars: Episode I: Racer,Dreamcast,60,Racing,4
Time Stalkers,Dreamcast,65,RPG,4
Galerians,PS,75,Action,4
Army Men: Air Tactics,PC,45,Action,4
Virtua Cop 2,Dreamcast,52,Action,3
Mission: Impossible,GBC,40,Action,3
Y2K [2000],PC,57,Adventure,3
Hello Kitty's Cube Frenzy,GBC,50,Puzzle,3
Pro Darts,GBC,70,Sports,3
Tom Clancy's Rainbow Six,GBC,50,Action,4
Beetle Buggin',PC,72,Racing,4
Tzar: The Burden of the Crown,PC,69,Strategy,4
NHL Blades of Steel 2000,PS,25,Sports,4
Kaze no Klonoa: Moonlight Museum,WonderSwan,60,Platform,4
Walt Disney World Quest: Magical Racing Tour,PS,75,Racing,4
Alundra 2,PS,77,RPG,4
Star Trek: Armada,PC,60,Strategy,4
Tom Clancy's Rainbow Six: Rogue Spear: Urban Operations,PC,80,Action,4
Custom Robo,Nintendo64,88,Action,4
Last Call,PC,70,Simulation,4
Majesty: The Fantasy Kingdom,PC,84,Strategy,4
Battlezone: Rise of the Black Dogs,Nintendo64,39,Action,4
Soldier of Fortune,PC,90,Action,4
NASCAR 2000,PC,72,Racing,3
Need for Speed: Porsche Unleashed,PC,79,Racing,3
Jackie Chan's Stuntmaster,PS,80,Action,4
Plasma Sword: Nightmare of Bilstein,Dreamcast,68,Fighting,4
Carmageddon,GBC,30,Racing,4
JoJo's Bizarre Adventure,PS,70,Fighting,4
BattleTanx,GBC,50,Action,4
Need for Speed: Porsche Unleashed,PS,83,Racing,4
Microsoft Baseball 2001,PC,79,Sports,4
Striker Pro 2000,Dreamcast,70,Sports,4
Resident Evil -- CODE: Veronica,Dreamcast,92,Action Adventure,3
Risk II,PC,83,Strategy,3
MDK2,Dreamcast,94,Action,3
Bassmasters 2000,Nintendo64,31,Hunting,3
All-Star Baseball 2001,Nintendo64,91,Sports,3
Mobil 1 Rally Championship,PS,30,Racing,3
Command & Conquer: Tiberian Sun -- Firestorm,PC,74,Strategy,4
Jeremy McGrath Supercross 2000,GBC,70,Racing,4
Pokemon Trading Card Game,GBC,90,Card Battle,4
Motocross Madness 2,PC,86,Racing,5
Bomberman Max -- Red: Challenger,GBC,90,Action,5
Konami GB Collection Vol. 2,GBC,60,Action,5
Dinosaur,GBC,40,Adventure,5
1942,GBC,50,Shooter,5
Grind Session,PS,76,Action,5
Toobin',GBC,30,Sports Editor,5
Tony Hawk's Pro Skater,Dreamcast,98,Sports,5
Last Blade,NPC,70,Fighting,4
Millennium Winter Sports,GBC,70,Sports,4
Grand Theft Auto II,Dreamcast,67,Action,5
Harvest Moon GBC,GBC,60,RPG,5
Who Wants To Be A Millionaire? Second Edition,PC,70,Trivia,5
Mr. Driller,PS,80,Puzzle,5
Test Drive Le Mans,PS,65,Racing,5
Armorines: Project S.W.A.R.M,PS,35,Action,5
Medievil II,PS,84,Action,5
NBA In the Zone 2000,GBC,50,Sports,4
Starlancer,PC,92,Action,4
Maken X,Dreamcast,79,Action,4
Triple Play 2001,PC,60,Sports,4
Sammy Sosa Softball Slam,PC,46,Sports,4
Romance of the Three Kingdoms VI: Awakening of the Dragon,PS,75,Simulation,4
Puzzle Link 2,NPC,90,Puzzle,4
Metal Gear Solid [2000],GBC,100,Action Adventure,5
Wild ARMs 2,PS,60,RPG,5
Tachyon: The Fringe,PC,84,Action,5
