Sniper: Art of Victory,PC,2008,Shooter,City Interactive,0.49,36,36
Tales of Legendia,PS2,2005,Role-Playing,Namco Bandai Games,0.49,72,77
FIFA Soccer 09,DS,2008,Sports,Electronic Arts,0.49,84,61
Steel Diver,3DS,2011,Action,Nintendo,0.49,58,63
Bravely Second: End Layer,3DS,2015,Role-Playing,Nintendo,0.49,81,74
Alone in the Dark,X360,2008,Adventure,Atari,0.48,58,57
Shrek the Third,PS2,2007,Action,Activision,0.48,56,61
Madagascar: Operation Penguin,GBA,2005,Action,Activision,0.48,50,0
Need for Speed: Porsche Unleashed,GBA,2004,Racing,Zoo Digital Publishing,0.48,62,78
Far Cry 2,PC,2008,Action,Ubisoft,0.48,85,58
NFL Street 2,XB,2004,Sports,Electronic Arts,0.48,78,65
Rock Band Unplugged,PSP,2009,Misc,MTV Games,0.48,79,86
Ultimate I Spy,Wii,2008,Adventure,Scholastic Inc.,0.48,50,0
Skylanders: SuperChargers,WiiU,2015,Action,Activision,0.48,87,56
You're in the Movies,X360,2008,Misc,Microsoft Game Studios,0.48,55,55
Scene It? Lights Camera Action,X360,2007,Misc,Microsoft Game Studios,0.48,73,81
MotorStorm: Apocalypse,PS3,2011,Racing,Sony Computer Entertainment,0.48,77,77
Dark Sector,X360,2008,Shooter,D3Publisher,0.48,72,75
Tiger Woods PGA Tour 07,X360,2006,Sports,Electronic Arts,0.48,80,79
Plants vs. Zombies: Garden Warfare 2,XOne,2016,Shooter,Electronic Arts,0.48,80,81
Mario Golf: World Tour,3DS,2014,Sports,Nintendo,0.48,78,82
Secret Weapons Over Normandy,PS2,2003,Simulation,LucasArts,0.48,81,82
NCAA Football 09,PS2,2008,Sports,Electronic Arts,0.48,50,0
Bratz: The Movie,PS2,2007,Simulation,THQ,0.48,50,50
Crash of the Titans,DS,2007,Action,Vivendi Games,0.48,73,59
Dragon Ball: XenoVerse,PS3,2015,Fighting,Namco Bandai Games,0.48,50,71
Rayman Raving Rabbids: TV Party,DS,2008,Misc,Ubisoft,0.48,50,0
Lollipop Chainsaw,X360,2012,Action,Warner Bros. Interactive Entertainment,0.48,70,70
The Saboteur,PS3,2009,Action,Electronic Arts,0.48,72,81
Metal Gear Rising: Revengeance,X360,2013,Action,Konami Digital Entertainment,0.48,82,78
Theme Park Roller Coaster,PS2,2000,Strategy,Electronic Arts,0.48,82,79
Bass Pro Shops: The Strike,Wii,2009,Sports,XS Games,0.48,50,76
Bakugan Battle Brawlers: Defenders of the Core,DS,2010,Action,Activision,0.48,50,0
NHL 16,XOne,2015,Sports,Electronic Arts,0.48,80,60
Midnight Club: Street Racing,GBA,2001,Racing,Rebellion,0.48,50,53
Tiger Woods PGA Tour 06,XB,2005,Sports,Electronic Arts,0.48,81,51
Fortune Street,Wii,2011,Misc,Nintendo,0.48,68,75
FIFA World Cup Germany 2006,X360,2006,Sports,Electronic Arts,0.48,72,66
Up,PS2,2009,Action,THQ,0.48,50,0
Jake Power: Fireman,DS,2008,Adventure,Ubisoft,0.48,50,0
World of Outlaws: Sprint Cars 2002,PS2,2002,Racing,Ignition Entertainment,0.48,80,91
Children of Mana,DS,2006,Role-Playing,Nintendo,0.48,65,60
Sonic the Hedgehog,PS3,0000,Platform,0000,0.48,43,41
Fantavision,PS2,2000,Puzzle,Sony Computer Entertainment,0.47,72,63
X-Men: Next Dimension,PS2,2002,Fighting,Activision,0.47,61,87
Dynasty Warriors Gundam,PS3,2007,Action,Tecmo Koei,0.47,60,69
Doom 3 BFG Edition,X360,2012,Shooter,Bethesda Softworks,0.47,67,65
Alice in Wonderland,DS,2010,Adventure,Disney Interactive Studios,0.47,78,0
Spider-Man 3,Wii,2007,Platform,Activision,0.47,53,53
Rock Band 4,XOne,2015,Misc,Harmonix Music Systems,0.47,79,64
James Bond 007: Blood Stone,X360,2010,Shooter,Activision,0.47,62,71
Street Fighter X Tekken,X360,2012,Fighting,Capcom,0.47,83,44
Dark Sector,PS3,2008,Shooter,D3Publisher,0.47,72,76
ICO,PS2,2001,Action,Sony Computer Entertainment,0.47,90,88
World of Warcraft: Warlords of Draenor,PC,2014,Action,Activision Blizzard,0.47,87,59
Ford Racing Off Road,Wii,2008,Racing,Xplosiv,0.47,37,63
Cars: Race-O-Rama,DS,2009,Racing,THQ,0.47,50,0
Unreal Tournament III,X360,2008,Shooter,Midway Games,0.47,82,76
FIFA Soccer 13,WiiU,2012,Action,Electronic Arts,0.47,69,62
Victorious Boxers: Ippo's Road to Glory,PS2,2000,Fighting,Empire Interactive,0.47,75,80
Valkyrie Profile 2: Silmeria,PS2,2006,Role-Playing,Square Enix,0.47,84,90
Pinball Hall of Fame: The Williams Collection,Wii,2008,Misc,System 3 Arcade Software,0.47,82,88
Hot Wheels Velocity X,PS2,2002,Racing,THQ,0.47,54,71
MySims Racing,Wii,2009,Racing,Electronic Arts,0.47,68,74
Clash of Elementalists,DS,2010,Action,Level 5,0.47,34,0
F.E.A.R. 2: Project Origin,PS3,2009,Shooter,Warner Bros. Interactive Entertainment,0.47,79,79
The Sims 2: Pets,Wii,2007,Simulation,Electronic Arts,0.47,65,73
L.A. Rush,PS2,2005,Racing,Midway Games,0.47,58,80
Crash: Mind Over Mutant,X360,2008,Platform,Vivendi Games,0.47,60,65
Viva Pinata: Trouble in Paradise,X360,2008,Simulation,Microsoft Game Studios,0.47,82,79
Epic Mickey 2: The Power of Two,PS3,2012,Action,Disney Interactive Studios,0.47,59,43
NBA Ballers: Phenom,PS2,2006,Sports,Midway Games,0.47,69,85
Need for Speed Carbon,XB,2006,Racing,Electronic Arts,0.47,74,74
Shadowrun,X360,2007,Role-Playing,Microsoft Game Studios,0.47,66,75
Crazy Taxi: Fare Wars,PSP,2007,Racing,Sega,0.47,64,71
Warhammer 40000: Dawn of War II",PC,2009,Strategy,THQ,0.47,85,81
Hamsterz Life,DS,2006,Action,Ubisoft,0.47,50,90
Emergency Heroes,Wii,2008,Racing,Ubisoft,0.47,41,42
FlingSmash,Wii,2010,Action,Nintendo,0.47,48,68
Cars: Race-O-Rama,PS2,2009,Racing,THQ,0.47,50,0
Downhill Domination,PS2,2003,Racing,Codemasters,0.47,79,89
Dead Space Extraction,Wii,2009,Shooter,Electronic Arts,0.47,82,81
Pirates of the Caribbean: Dead Man's Chest,GBA,2006,Adventure,Disney Interactive Studios,0.47,70,56
Silent Hill: Shattered Memories,Wii,2009,Action,Konami Digital Entertainment,0.47,79,80
Active Life: Extreme Challenge,Wii,2009,Sports,Namco Bandai Games,0.47,56,0
Spider-Man: Friend or Foe,DS,2007,Action,Activision,0.47,55,0
World Series of Poker,PS2,2005,Misc,Activision,0.47,46,82
Final Fantasy Crystal Chronicles: Echoes of Time,DS,2009,Role-Playing,Square Enix,0.47,75,73
Rise of Nightmares,X360,2011,Action,Sega,0.47,54,78
EA Sports UFC,XOne,2014,Sports,Electronic Arts,0.47,70,63
Kong: The 8th Wonder of the World,GBA,2005,Action,Ubisoft,0.47,59,0
Spider-Man 3,DS,2007,Platform,Activision,0.47,79,65
Dead or Alive 4,X360,2005,Fighting,Tecmo Koei,0.47,85,82
Godzilla: Save the Earth,PS2,2004,Fighting,Atari,0.47,62,87
Dance Dance Revolution: Mario Mix,GC,2005,Misc,Nintendo,0.47,69,84
Metal Gear Solid: The Twin Snakes,GC,2004,Action,Konami Digital Entertainment,0.47,85,90
Tiger Woods PGA Tour 07,Wii,0000,Sports,Electronic Arts,0.47,71,69
Art Academy: Lessons for Everyone,3DS,2012,Action,Nintendo,0.46,81,76
Mat Hoffman's Pro BMX 2,PS2,2002,Sports,Activision,0.46,76,91
Metal Gear Solid: The Essential Collection,PS2,2007,Adventure,Konami Digital Entertainment,0.46,50,89
One Piece: Pirate Warriors 3,PS4,2015,Action,Namco Bandai Games,0.46,74,74
Iridion 3D,GBA,2001,Shooter,THQ,0.46,53,0
2010 FIFA World Cup South Africa,PSP,2010,Sports,Electronic Arts,0.46,69,74
Classic NES Series: Pac-Man,GBA,2004,Puzzle,Nintendo,0.46,53,0
Two Worlds II,PS3,2011,Role-Playing,Unknown,0.46,70,70
SimCity Creator,Wii,2008,Simulation,Electronic Arts,0.46,67,68
Dragon Ball Z: Collectible Card Game,GBA,2002,Misc,Infogrames,0.46,62,55
Harry Potter and the Order of the Phoenix,Wii,2007,Action,Electronic Arts,0.46,69,72
The Sims 3: Ambitions,PC,2010,Simulation,Electronic Arts,0.46,74,73
Razor Freestyle Scooter,PS,1999,Sports,Ubisoft,0.46,65,0
Disney's Kim Possible 3: Team Possible,GBA,2005,Platform,Disney Interactive Studios,0.46,76,77
Rygar: The Legendary Adventure,PS2,2002,Action,Wanadoo,0.46,83,84
Syphon Filter: Logan's Shadow,PSP,2007,Shooter,Sony Computer Entertainment,0.46,85,88
Kessen II,PS2,2001,Strategy,THQ,0.46,71,83
Stuart Little 2,GBA,2002,Platform,Activision,0.46,59,0
Tak 2: The Staff of Dreams,GBA,2004,Platform,THQ,0.46,45,0
SingStar Amped,PS2,2007,Misc,Sony Computer Entertainment,0.46,76,0
Brothers In Arms: Earned in Blood,PS2,2005,Shooter,Ubisoft,0.46,71,79
The Evil Within,X360,2014,Action,Bethesda Softworks,0.46,50,76
Dragon Ball Z: Sagas,PS2,2005,Fighting,Atari,0.46,49,54
Scooby-Doo,GBA,2001,Platform,THQ,0.46,64,0
MX vs. ATV: Alive,PS3,2011,Racing,THQ,0.46,61,67
NBA Live 07,X360,2006,Sports,Electronic Arts,0.46,59,49
Brothers In Arms: Road to Hill 30,PS2,2005,Shooter,Ubisoft,0.46,82,76
The Legend of Spyro: Dawn of the Dragon,DS,2008,Platform,Vivendi Games,0.46,57,68
The Mark of Kri,PS2,2002,Action,Sony Computer Entertainment,0.46,80,79
Need for Speed: Hot Pursuit,Wii,2010,Racing,Electronic Arts,0.46,50,37
Crash Nitro Kart,GBA,2003,Racing,Vivendi Games,0.46,77,83
Crayola: Treasure Adventures,DS,2007,Puzzle,Ignition Entertainment,0.46,65,0
LEGO The Hobbit,PS3,2014,Action,Warner Bros. Interactive Entertainment,0.46,50,70
Silent Hill: Downpour,PS3,2012,Action,Konami Digital Entertainment,0.46,64,69
WWE SmackDown vs. Raw 2011,Wii,2010,Fighting,THQ,0.46,72,0
Jak and Daxter: The Lost Frontier,PS2,2009,Platform,Sony Computer Entertainment,0.46,72,46
The Sims 3: Outdoor Living Stuff,PC,2011,Simulation,Electronic Arts,0.46,50,56
Star Wars: Demolition,PS,2000,Racing,Activision,0.46,63,65
Delta Force: Black Hawk Down,PS2,2005,Shooter,NovaLogic,0.46,58,88
The Princess and the Frog,Wii,2009,Platform,Disney Interactive Studios,0.46,50,0
hack//Outbreak Part 3,PS2,2002,Role-Playing,Atari,0.46,70,87
MX vs. ATV Untamed,PS3,2007,Racing,THQ,0.46,67,61
Boom Blox Bash Party,Wii,2009,Puzzle,Electronic Arts,0.46,86,84
Top Spin,XB,2003,Sports,Microsoft Game Studios,0.46,89,82
Brothers In Arms: D-Day,PSP,2006,Shooter,Ubisoft,0.46,65,91
The Golden Compass,X360,2007,Action,Sega,0.46,41,41
Tomb Raider: Legend,PSP,2006,Action,Eidos Interactive,0.46,67,79
Just Dance 2014,XOne,2013,Misc,Ubisoft,0.45,71,70
FIFA 15,3DS,2014,Sports,Electronic Arts,0.45,50,24
Enter the Matrix,GC,2003,Action,Atari,0.45,63,80
LEGO The Hobbit,X360,2014,Action,Warner Bros. Interactive Entertainment,0.45,70,87
NASCAR 2005: Chase for the Cup,XB,2004,Racing,Electronic Arts,0.45,86,0
NHL 15,X360,2014,Sports,Electronic Arts,0.45,50,28
PlayStation All-Stars Battle Royale,PSV,2012,Action,Sony Computer Entertainment,0.45,75,75
The Powerpuff Girls: Relish Rampage,PS2,2002,Action,BAM! Entertainment,0.45,46,68
Bleach: The Blade of Fate,DS,2006,Fighting,Sega,0.45,83,75
American Girl: Kit Mystery Challenge!,DS,2008,Adventure,THQ,0.45,50,0
Country Dance 2,Wii,2011,Misc,GameMill Entertainment,0.45,50,0
The Chronicles of Riddick: Escape from Butcher Bay,XB,0000,Shooter,Vivendi Games,0.45,89,89
NFL Head Coach,PS2,2006,Sports,Electronic Arts,0.45,66,69
Nickelodeon Team Umizoomi,DS,2011,Action,Take-Two Interactive,0.45,50,0
Tomb Raider: Underworld,Wii,2008,Action,Eidos Interactive,0.45,70,72
Area 51,PS2,2005,Shooter,Midway Games,0.45,75,84
NHL 2005,PS2,2004,Sports,Electronic Arts,0.45,75,83
The New York Times Crosswords,DS,2007,Puzzle,Majesco Entertainment,0.45,79,67
Karaoke Revolution Presents American Idol Encore,Wii,2008,Misc,Konami Digital Entertainment,0.45,50,78
Barbie as The Island Princess,Wii,2007,Adventure,Activision,0.45,50,0
Lego Batman 3: Beyond Gotham,3DS,2014,Action,Warner Bros. Interactive Entertainment,0.45,50,64
iCarly,Wii,2009,Adventure,Activision,0.45,50,0
Star Wars Jedi Knight: Jedi Academy,XB,2003,Shooter,Activision,0.45,76,87
Dynasty Warriors: Strikeforce,PSP,2009,Action,Ubisoft Annecy,0.45,65,68
Brain Challenge,DS,2008,Misc,Ubisoft,0.45,68,70
Enemy Territory: Quake Wars,X360,2008,Shooter,Activision,0.45,69,73
Major League Baseball 2K11,X360,2011,Sports,Take-Two Interactive,0.45,69,68
ATV Offroad Fury Pro,PSP,2006,Racing,Sony Computer Entertainment,0.45,76,0
Burnout Dominator,PSP,2007,Racing,Electronic Arts,0.45,76,82
Crash of the Titans,Wii,2007,Action,Vivendi Games,0.45,69,58
Red Faction: Armageddon,PS3,2011,Shooter,THQ,0.45,71,73
Lego Batman 3: Beyond Gotham,WiiU,2014,Action,Warner Bros. Interactive Entertainment,0.45,50,70
Tekken Advance,GBA,2001,Fighting,Infogrames,0.45,82,82
Shin Megami Tensei: Persona 3,PS2,2006,Role-Playing,Tecmo Koei,0.45,86,84
Hot Wheels: Stunt Track Challenge,GBA,2004,Racing,THQ,0.45,50,0
My Fashion Studio,DS,2007,Misc,Ubisoft,0.45,50,68
Pirates of the Caribbean: At World's End,Wii,2007,Action,Disney Interactive Studios,0.45,53,72
Bee Movie Game,DS,2007,Action,Activision,0.45,58,0
Sega Rally Revo,X360,2007,Racing,Sega,0.45,77,72
Samurai Warriors: Xtreme Legends,PS2,2004,Action,Tecmo Koei,0.45,72,86
LEGO Rock Band,DS,2009,Misc,Warner Bros. Interactive Entertainment,0.45,80,75
WWE WrestleMania 21,XB,2005,Fighting,THQ,0.45,56,69
NBA Live 2005,GC,2004,Sports,Electronic Arts,0.45,83,67
F.E.A.R. 3,PS3,2011,Shooter,Warner Bros. Interactive Entertainment,0.45,74,71
WWE Day of Reckoning,GC,2004,Fighting,THQ,0.45,79,91
NBA Live 10,X360,2009,Sports,Electronic Arts,0.45,80,77
ATV Quad Power Racing 2,XB,2003,Racing,Acclaim Entertainment,0.45,68,0
Harry Potter and the Deathly Hallows - Part 1,X360,2010,Action,Electronic Arts,0.45,38,50
Pro Evolution Soccer 2017,PS4,2016,Sports,Konami Digital Entertainment,0.45,85,76
Sled Storm,PS2,2002,Racing,Electronic Arts,0.45,73,77
Dead or Alive: Dimensions,3DS,2011,Fighting,Ubisoft Annecy,0.45,79,82
Wolfenstein: The New Order,PC,2014,Shooter,Bethesda Softworks,0.45,81,82
Deadpool,PS3,2013,Action,Activision,0.45,61,72
Watch Dogs,PC,2014,Action,Ubisoft,0.45,77,47
Mario Golf: Advance Tour,GBA,2004,Sports,Nintendo,0.45,84,86
Celebrity Sports Showdown,Wii,2008,Sports,Electronic Arts,0.45,50,46
F.E.A.R. 3,X360,2011,Shooter,Warner Bros. Interactive Entertainment,0.45,75,70
Disney Guilty Party,Wii,2010,Misc,Disney Interactive Studios,0.45,78,80
Silent Hill: Homecoming,X360,0000,Action,Konami Digital Entertainment,0.45,70,69
Warhammer 40000: Space Marine",PS3,2011,Shooter,THQ,0.44,70,74
Discovery Kids: Kitten Corner,DS,2009,Simulation,505 Games,0.44,50,0
Rock Band Country Track Pack,Wii,2009,Misc,MTV Games,0.44,50,0
Major League Baseball 2K6,PS2,2006,Sports,Spike,0.44,70,52
Brunswick Pro Bowling,X360,2010,Sports,505 Games,0.44,44,0
World Soccer Winning Eleven 9,XB,2005,Sports,Konami Digital Entertainment,0.44,89,79
Teenage Mutant Ninja Turtles 2: Battle Nexus,PS2,2004,Action,Konami Digital Entertainment,0.44,47,78
The Thing,PS2,2002,Adventure,Vivendi Games,0.44,78,74
Van Helsing,PS2,2004,Action,Activision,0.44,64,85
Mario Tennis Ultra Smash,WiiU,2015,Sports,Nintendo,0.44,58,53
Virtua Tennis 4,PS3,2011,Sports,Sega,0.44,69,66
X-Men Legends II: Rise of Apocalypse,XB,2005,Role-Playing,Activision,0.44,84,87
Naruto Shippuden: Ultimate Ninja Storm Generations,X360,2012,Fighting,Namco Bandai Games,0.44,74,72
Wolfenstein: The New Order,PS3,2014,Shooter,Bethesda Softworks,0.44,50,71
Skylanders: Trap Team,PS4,2014,Action,Activision,0.44,78,56
Worms: Open Warfare 2,PSP,2007,Strategy,THQ,0.44,80,81
Spawn: Armageddon,PS2,2003,Action,Electronic Arts,0.44,56,74
Sid Meier's Civilization Revolution,DS,2008,Strategy,Take-Two Interactive,0.44,80,77
Tiger Woods PGA Tour 2003,XB,2002,Sports,Electronic Arts,0.44,88,85
Battlefield 2: Modern Combat,PS2,2005,Shooter,Electronic Arts,0.44,80,85
50 Cent: Bulletproof,XB,2005,Action,Vivendi Games,0.44,50,59
Tony Hawk's Proving Ground,PS3,2007,Sports,Activision,0.44,73,66
LEGO Star Wars II: The Original Trilogy,XB,2006,Action,LucasArts,0.44,85,86
Viking: Battle for Asgard,X360,2008,Action,Sega,0.44,68,80
Petz: Catz 2,Wii,2007,Simulation,Ubisoft,0.44,50,58
Dragon Quest Heroes: Rocket Slime,DS,2005,Action,Square Enix,0.44,83,76
Family Fest Presents Circus Games,Wii,2008,Misc,Ubisoft,0.44,50,0
Dance Dance Revolution: Hottest Party 3,Wii,2009,Simulation,Konami Digital Entertainment,0.44,66,82
G-Force,Wii,2009,Action,Disney Interactive Studios,0.44,69,80
Transformers: Fall of Cybertron,X360,2012,Action,Activision,0.44,79,83
SOCOM: U.S. Navy SEALs Fireteam Bravo 3,PSP,2010,Shooter,Sony Computer Entertainment,0.44,74,80
MX Unleashed,XB,2004,Racing,THQ,0.44,81,93
Puppy Luv: Spa and Resort,DS,2007,Simulation,Activision,0.44,50,0
Madden NFL 12,Wii,2011,Sports,Electronic Arts,0.44,50,62
Wario World,GC,2003,Platform,Nintendo,0.44,71,72
DmC: Devil May Cry,X360,2013,Action,Capcom,0.44,86,51
Scooby-Doo! Mystery Mayhem,GBA,2003,Action,THQ,0.44,53,0
FIFA Soccer 13,PSV,2012,Action,Electronic Arts,0.44,57,41
The Legend of Spyro: Dawn of the Dragon,PS3,2008,Platform,Vivendi Games,0.44,59,66
Samurai Warriors 3,Wii,2009,Action,Nintendo,0.44,55,72
Ben 10 Alien Force: Vilgax Attacks,Wii,2009,Action,D3Publisher,0.44,65,40
TimeSplitters 2,GC,2002,Shooter,Eidos Interactive,0.44,88,90
Robert Ludlum's The Bourne Conspiracy,X360,0000,Action,Vivendi Games,0.44,71,72
Eternal Darkness: Sanity's Requiem,GC,2002,Adventure,Nintendo,0.44,92,87
Food Network: Cook or Be Cooked,Wii,2009,Misc,Namco Bandai Games,0.44,53,68
Power Rangers: S.P.D.,GBA,2004,Action,THQ,0.44,50,0
Naruto: Ultimate Ninja 3,PS2,2005,Fighting,Atari,0.44,75,87
The Darkness,X360,2007,Shooter,Take-Two Interactive,0.44,82,81
Thrillville: Off the Rails,Wii,2007,Strategy,LucasArts,0.44,70,28
Child of Eden,X360,2011,Shooter,Ubisoft,0.44,84,77
Spider-Man: Shattered Dimensions,PS3,2010,Action,Activision,0.44,74,75
NFL Blitz 20-03,PS2,2002,Sports,Midway Games,0.44,73,86
SpongeBob's Atlantis SquarePantis,PS2,2007,Action,THQ,0.44,50,0
Eternal Sonata,PS3,2008,Role-Playing,Atari,0.44,80,78
Karaoke Revolution,Wii,2009,Misc,Konami Digital Entertainment,0.44,63,0
Star Wars: Jedi Starfighter,XB,2002,Simulation,Activision,0.44,78,52
Classic NES Series: Metroid,GBA,2004,Adventure,Nintendo,0.43,58,86
Nicktoons: Attack of the Toybots,Wii,2007,Platform,THQ,0.43,60,60
Primal,PS2,2003,Action,Sony Computer Entertainment,0.43,73,86
Ninja Gaiden 3,PS3,2012,Action,Tecmo Koei,0.43,58,50
Band Hero,DS,2009,Misc,Activision,0.43,65,70
Need for Speed Underground 2,GBA,2004,Racing,Electronic Arts,0.43,72,82
Master of Illusion,DS,2006,Puzzle,Nintendo,0.43,69,0
Spec Ops: Covert Assault,PS,2001,Shooter,Take-Two Interactive,0.43,50,0
SSX Tricky,XB,2001,Sports,Electronic Arts,0.43,88,85
Tetris Axis,3DS,2011,Puzzle,Tetris Online,0.43,74,68
Borderlands: The Handsome Collection,XOne,2015,Shooter,Take-Two Interactive,0.43,80,78
The Chronicles of Narnia: The Lion The Witch and The Wardrobe",PS2,2005,Action,Disney Interactive Studios,0.43,68,84
Star Wars The Clone Wars: Republic Heroes,PS3,2009,Action,LucasArts,0.43,43,53
NCAA Football 2004,XB,2003,Sports,Electronic Arts,0.43,88,88
Bionicle,PS2,2003,Action,Electronic Arts,0.43,51,36
Naruto Shippuden: Ultimate Ninja Storm Revolution,PS3,2014,Fighting,Namco Bandai Games,0.43,73,75
Naughty Bear,PS3,2010,Action,505 Games,0.43,43,55
MLB 2002,PS,2001,Sports,Sony Computer Entertainment,0.43,76,81
Deadpool,X360,2013,Action,Activision,0.43,62,74
Lego Batman 3: Beyond Gotham,XOne,2014,Action,Warner Bros. Interactive Entertainment,0.43,74,71
MLB 14: The Show,PS3,2014,Sports,Sony Computer Entertainment America,0.43,81,68
Hyperdimension Neptunia,PS3,2010,Role-Playing,Tecmo Koei,0.43,45,70
TimeSplitters,PS2,2000,Shooter,Eidos Interactive,0.43,81,80
InuYasha: The Secret of the Cursed Mask,PS2,2004,Role-Playing,Namco Bandai Games,0.43,51,81
Mega Man Zero 2,GBA,2003,Platform,Capcom,0.43,81,86
My Spanish Coach,DS,2007,Misc,Ubisoft,0.43,73,0
Payday 2,PS3,2013,Shooter,505 Games,0.43,74,62
WWE 2K16,X360,2015,Sports,Take-Two Interactive,0.43,50,54
Mass Effect Trilogy,PS3,2012,Action,Electronic Arts,0.43,50,87
Ghostbusters: The Video Game,PS2,2009,Action,Atari,0.43,64,87
Hunter: The Reckoning  Wayward,PS2,2003,Action,Interplay,0.43,68,88
EyeToy: AntiGrav,PS2,2004,Sports,Sony Computer Entertainment,0.43,71,78
EverQuest Online Adventures,PS2,2003,Role-Playing,Sony Online Entertainment,0.43,74,82
OkamiDen,DS,2010,Adventure,Capcom,0.43,82,79
Hometown Story,3DS,2013,Role-Playing,Rising Star Games,0.43,47,60
Just Dance 4,PS3,2012,Misc,Ubisoft,0.43,77,71
Mobile Suit Gundam: Zeonic Front,PS2,2001,Simulation,Namco Bandai Games,0.43,71,88
Monopoly,PS2,2008,Misc,Electronic Arts,0.43,50,72
TouchMaster 3,DS,2009,Puzzle,Warner Bros. Interactive Entertainment,0.43,68,0
Dawn of Mana,PS2,2006,Role-Playing,Square Enix,0.43,57,68
Castlevania: Dawn of Sorrow,DS,2005,Platform,Konami Digital Entertainment,0.43,89,85
Max Payne 3,PC,2012,Shooter,Take-Two Interactive,0.43,87,76
Barbie: Groom and Glam Pups,DS,2010,Action,THQ,0.43,50,0
Tales of the World: Radiant Mythology,PSP,2006,Role-Playing,Ubisoft,0.43,66,78
Petz Bunnyz,DS,2008,Simulation,Ubisoft,0.43,50,0
Alpha Protocol,PS3,2010,Role-Playing,Sega,0.43,64,69
Deer Drive,DS,2010,Sports,Mastiff,0.43,50,0
Petz: Horsez 2,DS,2007,Simulation,Ubisoft,0.43,50,0
Rayman Legends,X360,2013,Platform,Ubisoft,0.43,90,82
Madden NFL 2003,GC,2002,Sports,Electronic Arts,0.43,92,85
Midway Arcade Treasures,XB,2003,Misc,Midway Games,0.43,74,0
Disney Sing It,X360,2008,Misc,Disney Interactive Studios,0.43,53,52
Remington Great American Bird Hunt,Wii,2009,Sports,Mastiff,0.43,50,0
Microsoft Flight Simulator X,PC,2006,Simulation,Microsoft Game Studios,0.43,80,76
Bakugan: Battle Brawlers,PS2,2009,Action,Activision,0.43,50,57
SEGA Classics Collection,PS2,2005,Misc,Sega,0.43,46,67
Crash: Mind Over Mutant,Wii,2008,Platform,Vivendi Games,0.43,70,66
Naruto: Ninja Council 3,DS,2006,Action,D3Publisher,0.42,56,65
NBA Street,GC,2002,Sports,Electronic Arts,0.42,88,86
Def Jam Icon,PS3,2007,Action,Electronic Arts,0.42,68,44
2014 FIFA World Cup Brazil,X360,2014,Sports,Electronic Arts,0.42,74,44
The Legend of Spyro: The Eternal Night,PS2,2007,Platform,Vivendi Games,0.42,54,54
Atelier Totori: The Adventurer of Arland,PS3,2010,Role-Playing,Nippon Ichi Software,0.42,74,67
Mega Man Battle Network,GBA,2001,Role-Playing,Capcom,0.42,79,89
Juiced: Eliminator,PSP,2006,Racing,THQ,0.42,65,82
25 to Life,PS2,2006,Shooter,Eidos Interactive,0.42,39,49
NHL 2K6,PS2,2005,Sports,Take-Two Interactive,0.42,81,58
Medal of Honor: Rising Sun,GC,2003,Shooter,Electronic Arts,0.42,68,64
The Sims,XB,2003,Simulation,Electronic Arts,0.42,84,69
Dog's Life,PS2,2003,Adventure,Sony Computer Entertainment,0.42,64,31
Tony Hawk's American Wasteland,GC,2005,Sports,Activision,0.42,76,77
Crash: Mind Over Mutant,PSP,2008,Platform,Vivendi Games,0.42,50,65
Ben 10 Alien Force: Vilgax Attacks,DS,2009,Action,D3Publisher,0.42,50,0
Colony Wars,PS,1997,Simulation,Psygnosis,0.42,91,78
All-Star Baseball 2004,PS2,2003,Sports,Acclaim Entertainment,0.42,78,75
Skylanders: SuperChargers,X360,2015,Action,Activision,0.42,50,54
Ben 10 Alien Force: Vilgax Attacks,PSP,2009,Action,D3Publisher,0.42,50,0
NASCAR Thunder 2002,PS,2001,Racing,Electronic Arts,0.42,69,69
Batman: Arkham Origins Blackgate,PSV,2013,Action,Warner Bros. Interactive Entertainment,0.42,61,68
Zone of the Enders HD Collection,PS3,2012,Simulation,Konami Digital Entertainment,0.42,73,80
2010 FIFA World Cup South Africa,Wii,2010,Sports,Electronic Arts,0.42,70,67
ESPN NHL 2K5,XB,2004,Sports,Global Star,0.42,88,85
Hot Wheels World Race,PS2,2003,Racing,THQ,0.42,55,77
Superman: Shadow of Apokolips,PS2,2002,Action,Atari,0.42,64,72
Trials Fusion,PS4,2014,Racing,Ubisoft,0.42,79,72
American Chopper,PS2,2004,Racing,Zoo Digital Publishing,0.42,47,75
NASCAR Kart Racing,Wii,2009,Racing,Electronic Arts,0.42,70,81
Star Wars Trilogy: Apprentice of the Force,GBA,2004,Action,Ubisoft,0.42,60,0
Guitar Hero: Smash Hits,X360,2009,Misc,Activision,0.42,71,59
Lemony Snicket's A Series of Unfortunate Events,GBA,2004,Platform,Activision,0.42,72,80
Just Dance: Summer Party,Wii,2011,Misc,Ubisoft,0.42,50,0
Test Drive,XB,2002,Racing,Atari,0.42,71,87
Petz: Horsez 2,Wii,2007,Simulation,Ubisoft,0.42,50,0
Pirates of the Caribbean: At World's End,PSP,2007,Action,Disney Interactive Studios,0.42,61,70
James Bond 007: Everything or Nothing,GC,2004,Shooter,Electronic Arts,0.42,84,82
NBA Live 06,PSP,2005,Sports,Electronic Arts,0.42,80,76
MLB 08: The Show,PS2,2008,Sports,Sony Computer Entertainment,0.42,84,73
