Prince of Persia: The Two Thrones,XB,2005,Action,Ubisoft,85,84
FIFA Soccer 10,DS,2009,Sports,Electronic Arts,0,76
JoJo's Bizarre Adventure: All Star Battle,PS3,2013,Fighting,Namco Bandai Games,71,83
Contra: Shattered Soldier,PS2,2002,Shooter,Konami Digital Entertainment,78,66
Final Fantasy: The 4 Heroes of Light,DS,2009,Role-Playing,Square Enix,71,71
Rayman Legends,PS3,2013,Platform,Ubisoft,91,87
FIFA Soccer,PSV,2012,Sports,Electronic Arts,79,72
Tenchu 2: Birth of the Stealth Assassins,PS,2000,Action,Activision,77,87
Tony Hawk's Pro Skater 4,GC,2002,Sports,Activision,91,86
Naruto: Uzumaki Chronicles 2,PS2,2006,Action,Namco Bandai Games,52,69
NHL 06,PS2,2005,Sports,Electronic Arts,78,85
Parasite Eve II,PS,1999,Role-Playing,SquareSoft,79,90
Skate it,Wii,2008,Sports,Electronic Arts,70,84
Pro Evolution Soccer 2015,PS3,2014,Sports,Konami Digital Entertainment,0,78
Madden NFL 2002,XB,0000,Sports,Unknown,90,81
Phineas and Ferb: Across the 2nd Dimension,Wii,2011,Action,Disney Interactive Studios,76,83
Far Cry Instincts,XB,2005,Shooter,Ubisoft,85,57
Tony Hawk's Pro Skater 4,GBA,2002,Sports,Activision,85,88
ATV Offroad Fury: Blazin' Trails,PSP,2005,Racing,SouthPeak Games,63,78
Tales of the Abyss,PS2,2005,Role-Playing,Namco Bandai Games,78,84
Payday 2,X360,2013,Shooter,505 Games,75,63
Blacksite: Area 51,X360,2007,Shooter,Midway Games,62,61
Spyro Orange: The Cortex Conspiracy,GBA,2004,Action,Vivendi Games,60,70
XCOM: Enemy Unknown,PS3,2012,Strategy,Take-Two Interactive,89,82
Ben 10: Alien Force,PS2,2008,Action,Koch Media,0,53
Skylanders: Spyro's Adventure,3DS,2011,Action,Activision,82,49
The Sims 3: World Adventures,PC,2009,Simulation,Electronic Arts,81,80
Madden NFL 06,GC,2005,Sports,Electronic Arts,86,85
Titanfall 2,XOne,2016,Shooter,Electronic Arts,87,80
BlazBlue: Calamity Trigger,PS3,2009,Fighting,PQube,87,84
Iron Man,X360,2008,Action,Sega,45,59
Naruto: Ultimate Ninja 2,PS2,2004,Fighting,Namco Bandai Games,73,79
NHL 10,PS3,2009,Sports,Electronic Arts,88,79
Zumba Fitness,PS3,2010,Sports,505 Games,0,38
Rock Band 3,PS3,2010,Misc,MTV Games,91,80
Blood Wake,XB,2001,Shooter,Microsoft Game Studios,71,75
Dynasty Warriors 5: Xtreme Legends,PS2,2005,Action,Tecmo Koei,57,91
WWE 2K15,XOne,2014,Sports,Take-Two Interactive,56,57
FIFA World Cup Germany 2006,PS2,2006,Sports,Electronic Arts,77,81
Wreckless: ThE YaKuza MisSiOns,XB,2002,Racing,Activision,74,52
Defiance,X360,2013,Shooter,Trion Worlds,60,72
Disgaea 4: A Promise Unforgotten,PS3,2011,Role-Playing,Nippon Ichi Software,80,78
SpongeBob SquarePants featuring Nicktoons: Globs of Doom,DS,2008,Action,THQ,0,60
SpongeBob SquarePants: Battle for Bikini Bottom,XB,2003,Platform,THQ,70,89
Doom 3 BFG Edition,PS3,2012,Shooter,Bethesda Softworks,67,64
Spider-Man 3,X360,2007,Platform,Activision,63,70
Pro Evolution Soccer 2012,PSP,2011,Action,Konami Digital Entertainment,74,63
The Conduit,Wii,2009,Shooter,Sega,69,82
Just Dance 2016,WiiU,2015,Misc,Ubisoft,73,69
Disney Universe,X360,2011,Action,Disney Interactive Studios,66,53
RalliSport Challenge,XB,2002,Racing,Microsoft Game Studios,87,83
Resident Evil Outbreak File #2,PS2,2004,Action,Capcom,58,77
Top Spin 3,PS3,2008,Action,Take-Two Interactive,75,75
XIII,PS2,2003,Shooter,Ubisoft,73,86
Tomb Raider: Anniversary,PSP,2007,Action,Eidos Interactive,78,82
Rune Factory 4,3DS,2012,Role-Playing,Xseed Games,78,81
3D Dot Game Heroes,PS3,2009,Role-Playing,SouthPeak Games,77,80
Up,Wii,2009,Action,THQ,62,80
Breath of Fire IV,PS,2000,Role-Playing,Capcom,83,89
Tales of Zestiria,PS3,2015,Role-Playing,Namco Bandai Games,0,80
True Crime: Streets of LA,GC,2003,Action,Activision,77,73
Odin Sphere,PS2,2007,Role-Playing,Square Enix,83,86
Titanfall,PC,2014,Shooter,Electronic Arts,86,62
Arena Football,PS2,2006,Sports,Electronic Arts,66,86
The Lord of the Rings: The Return of the King,GBA,2003,Action,Electronic Arts,77,82
NHL Hitz 20-02,PS2,2001,Sports,Midway Games,78,76
The Legend of Spyro: Dawn of the Dragon,Wii,2008,Platform,Vivendi Games,64,65
Classic NES Series: Dr. Mario,GBA,2004,Puzzle,Nintendo,66,75
The Sims: Bustin' Out,XB,2003,Simulation,Electronic Arts,81,89
NCAA March Madness 07,PS2,2007,Sports,Electronic Arts,63,86
Monsters Inc. Scream Team,PS,2001,Platform,Sony Computer Entertainment,65,69
Warhammer 40000: Space Marine,X360,2011,Shooter,THQ,76,78
Top Spin 3,X360,2008,Action,Take-Two Interactive,78,76
Cabela's Big Game Hunter 2005 Adventures,PS2,2004,Sports,Activision,55,84
LEGO Rock Band,X360,2009,Misc,Warner Bros. Interactive Entertainment,71,72
Battlefield 2: Modern Combat,XB,2005,Shooter,Electronic Arts,80,82
Tom Clancy's HAWX,PS3,2009,Action,Ubisoft,74,81
All-Star Baseball 2002,PS2,2001,Sports,Acclaim Entertainment,77,76
Need for Speed: Most Wanted,GC,2005,Racing,Electronic Arts,80,91
Bolt,Wii,2008,Adventure,Disney Interactive Studios,50,58
WWE Raw 2,XB,2003,Fighting,THQ,68,73
Manhunt 2,PS2,2007,Action,Take-Two Interactive,67,78
Fullmetal Alchemist and the Broken Angel,PS2,2003,Role-Playing,Square Enix,56,81
Tony Hawk's Project 8,PSP,2006,Sports,Activision,68,76
Batman Begins,PS2,2005,Action,Electronic Arts,64,73
Dogz,DS,2006,Simulation,Ubisoft,0,78
Tony Hawk's Proving Ground,X360,2007,Sports,Activision,72,54
Dr. Seuss' The Cat in the Hat,PS2,2003,Misc,Vivendi Games,56,65
Barbie Groovy Games,GBA,2002,Misc,Universal Interactive,47,70
Wolfenstein,X360,2009,Shooter,Activision,72,75
Blinx: The Time Sweeper,XB,2002,Platform,Microsoft Game Studios,71,80
ESPN NFL Football,PS2,2003,Sports,Sega,91,85
Major League Baseball 2K5,XB,2005,Sports,Take-Two Interactive,81,82
Tetris Party Deluxe,Wii,2010,Puzzle,Nintendo,72,58
Gravity Rush,PSV,2012,Action,Sony Computer Entertainment,83,85
Quantum Break,XOne,2016,Action,Microsoft Game Studios,77,68
Archer Maclean's Mercury,PSP,2005,Puzzle,Ignition Entertainment,75,66
TMNT,X360,2007,Action,Ubisoft,58,63
Middle-Earth: Shadow of Mordor,PS3,2014,Action,Warner Bros. Interactive Entertainment,0,34
Soldier of Fortune: Gold Edition,PS2,2001,Shooter,Codemasters,59,68
FIFA 15,Wii,2014,Sports,Electronic Arts,0,43
Final Fantasy IV: The Complete Collection,PSP,2011,Role-Playing,Square Enix,77,75
Frontlines: Fuel of War,X360,2008,Shooter,THQ,75,78
MX 2002 Featuring Ricky Carmichael,PS2,2001,Racing,THQ,76,83
NCAA Football 07,XB,2006,Sports,Electronic Arts,88,69
Lunar: Silver Star Story Complete,PS,1998,Role-Playing,Kadokawa Shoten,78,91
Harvest Moon: The Tale of Two Towns,DS,2010,Simulation,Natsume,68,75
No More Heroes,Wii,2007,Action,Rising Star Games,83,84
God of War: Origins Collection,PS3,2011,Action,Sony Computer Entertainment,84,84
Dora The Explorer: Dora Saves the Snow Princess,Wii,2008,Platform,Take-Two Interactive,47,70
Soul Reaver 2,PS2,2001,Action,Eidos Interactive,80,85
Metal Gear Solid 3: Subsistence,PS2,2005,Action,Konami Digital Entertainment,94,93
Enslaved: Odyssey to the West,PS3,2010,Action,Namco Bandai Games,80,74
WWF Raw,XB,2002,Fighting,THQ,68,66
Guitar Hero Live,XOne,2015,Misc,Activision,81,51
Catz,DS,2006,Simulation,Ubisoft,0,53
Extermination,PS2,2001,Action,Sony Computer Entertainment,67,78
Batman: Vengeance,PS2,2001,Adventure,Ubisoft,68,67
Hot Shots Golf: World Invitational,PSV,2011,Sports,Sony Computer Entertainment,76,81
Tony Hawk's Pro Skater 3,XB,2002,Sports,Activision,93,84
Mega Man Zero,GBA,2002,Platform,Capcom,82,89
Resident Evil: Revelations 2,PS4,2015,Action,Capcom,75,77
LEGO Dimensions,PS3,2015,Action,Warner Bros. Interactive Entertainment,0,64
NBA 2K8,PS3,2007,Sports,Take-Two Interactive,81,68
Rayman Origins,Wii,2011,Platform,Ubisoft,92,83
Assassin's Creed: Unity,PC,2014,Action,Ubisoft,70,30
MX vs. ATV: Alive,X360,2011,Racing,THQ,63,72
Shrek 2,XB,2004,Platform,Activision,72,84
Purr Pals,DS,2007,Simulation,THQ,67,68
Assassin's Creed II,PC,2010,Action,Ubisoft,86,69
Tak and the Power of Juju,GBA,2003,Platform,THQ,79,92
Lips: Number One Hits,X360,2009,Misc,Microsoft Game Studios,70,76
Turok: Evolution,XB,2002,Shooter,Acclaim Entertainment,68,67
Jak X: Combat Racing,PS2,2005,Racing,Sony Computer Entertainment,76,77
American Idol,PS2,2003,Misc,Codemasters,41,48
Red Dead Revolver,XB,2004,Shooter,Take-Two Interactive,74,85
CrossworDS,DS,2008,Puzzle,Deep Silver,67,68
Viva Pinata: Pocket Paradise,DS,2008,Simulation,THQ,82,71
Sly Cooper: Thieves in Time,PS3,2013,Platform,Sony Computer Entertainment Europe,75,83
Iron Man,PS2,2008,Action,Sega,47,56
Spec Ops: The Line,PS3,2012,Shooter,Take-Two Interactive,77,80
The SpongeBob SquarePants Movie,XB,2004,Platform,THQ,74,85
NHL 14,PS3,2013,Sports,Electronic Arts,80,60
F1 2013,PS3,2013,Racing,Codemasters,77,63
Legends of WrestleMania,PS3,2009,Fighting,THQ,70,65
Tiger Woods PGA Tour 08,X360,2007,Sports,Electronic Arts,80,78
Dance Dance Revolution Ultramix,XB,2003,Simulation,Konami Digital Entertainment,82,88
Crash Tag Team Racing,PS2,2005,Racing,Vivendi Games,66,70
Front Mission 4,PS2,2003,Strategy,Square Enix,75,86
Rayman Origins,PSV,2012,Platform,Ubisoft,88,84
F.E.A.R.,PS3,2007,Shooter,Vivendi Games,72,74
Enslaved: Odyssey to the West,X360,2010,Action,Namco Bandai Games,82,78
Dragon Ball Z: Shin Budokai,PSP,2006,Fighting,Atari,70,81
Tiger Woods PGA Tour 13,PS3,2012,Sports,Electronic Arts,75,57
Dynasty Warriors: Gundam 3,PS3,2010,Action,Tecmo Koei,58,75
Def Jam: Fight for NY,XB,0000,Fighting,Electronic Arts,84,85
Tony Hawk: Shred,Wii,2010,Sports,Activision,0,70
Tiger Woods PGA Tour 11,Wii,2010,Sports,Electronic Arts,84,83
NBA Live 10,PS3,2009,Sports,Electronic Arts,81,75
Metro 2033,X360,2010,Shooter,THQ,77,79
Fire Emblem: Path of Radiance,GC,2005,Action,Nintendo,85,89
Hotel Dusk: Room 215,DS,2007,Adventure,Nintendo,78,86
Final Fantasy Explorers,3DS,2014,Role-Playing,Square Enix,69,70
SSX Tricky,GC,2001,Sports,Electronic Arts,87,86
Greg Hastings' Tournament Paintball,XB,2004,Shooter,Activision,74,92
ESPN NBA Basketball,PS2,2003,Sports,Sega,89,84
Dragon Ball Z: Ultimate Tenkaichi,X360,2011,Fighting,Namco Bandai Games,55,58
Sacred 2: Fallen Angel,X360,2009,Role-Playing,Deep Silver,71,73
Two Worlds II,X360,2011,Role-Playing,Unknown,67,66
Over the Hedge,PS2,2006,Platform,Activision,58,86
Mat Hoffman's Pro BMX,PS,2001,Sports,Activision,80,86
NHL 14,X360,2013,Sports,Electronic Arts,81,59
The Hobbit,PS2,2003,Platform,Vivendi Games,59,86
War of the Monsters,PS2,2003,Fighting,Sony Computer Entertainment,80,89
Harry Potter and the Deathly Hallows - Part 1,Wii,2010,Action,Electronic Arts,41,50
NBA Street Vol. 2,GC,0000,Sports,Electronic Arts,88,81
The Incredible Hulk: Ultimate Destruction,PS2,2005,Action,Vivendi Games,83,87
Time Crisis: Razing Storm,PS3,2010,Shooter,Namco Bandai Games,58,59
Summer Sports: Paradise Island,Wii,2008,Sports,Ubisoft,46,46
Time Crisis II,PS2,2001,Shooter,Namco Bandai Games,81,79
NCAA March Madness 06,PS2,2005,Sports,Electronic Arts,78,91
LEGO Dimensions,WiiU,2015,Action,Warner Bros. Interactive Entertainment,62,65
Valkyria Chronicles II,PSP,2010,Role-Playing,Sega,83,81
Tatsunoko vs. Capcom: Ultimate All-Stars,Wii,2010,Fighting,Capcom,85,88
Rune Factory: A Fantasy Harvest Moon,DS,2006,Role-Playing,Rising Star Games,78,81
Legacy of Kain: Defiance,PS2,2003,Action,Eidos Interactive,75,93
NCAA March Madness 2005,PS2,2004,Sports,Electronic Arts,78,83
007 Racing,PS,2000,Racing,Electronic Arts,51,46
Tactics Ogre: Let Us Cling Together,PSP,2010,Role-Playing,Square Enix,87,88
Conflict: Vietnam,PS2,2004,Shooter,SCi,58,81
Dragon's Crown,PS3,2013,Role-Playing,Nippon Ichi Software,82,83
MLB SlugFest 20-04,PS2,2003,Sports,Midway Games,78,83
NASCAR 09,PS2,2008,Racing,Electronic Arts,0,79
Blitz: The League,XB,2004,Sports,Midway Games,78,77
Manhunt 2,Wii,2007,Action,Take-Two Interactive,62,71
Just Dance 2015,XOne,2014,Misc,Ubisoft,70,75
The LEGO Movie Videogame,XOne,2014,Action,Warner Bros. Interactive Entertainment,69,69
Overwatch,PC,2016,Shooter,Activision,91,68
Peter Jackson's King Kong: The Official Game of the Movie,XB,2005,Action,Ubisoft,82,85
Burnout Revenge,XB,2005,Racing,Electronic Arts,89,84
Medal of Honor: European Assault,XB,2005,Shooter,Electronic Arts,72,70
Ty the Tasmanian Tiger 2: Bush Rescue,PS2,2004,Platform,Electronic Arts,71,82
The Lord of the Rings: The Fellowship of the Ring,XB,2002,Action,Universal Interactive,59,66
NBA 06,PS2,2005,Sports,Sony Computer Entertainment,63,63
Excite Truck,Wii,2006,Racing,Nintendo,72,84
Magician's Quest: Mysterious Times,DS,2008,Role-Playing,Konami Digital Entertainment,69,76
X-Men Legends,GC,2004,Role-Playing,Activision,81,85
G-Force,DS,2009,Action,Disney Interactive Studios,0,90
StarCraft II: Legacy of the Void,PC,2015,Strategy,Activision,88,83
ModNation Racers,PSP,2010,Racing,Sony Computer Entertainment,73,77
LEGO Dimensions,X360,2015,Action,Warner Bros. Interactive Entertainment,0,61
WWE SmackDown vs. Raw 2010,DS,2009,Fighting,THQ,75,83
Oni,PS2,2001,Action,Take-Two Interactive,69,78
Tom Clancy's Ghost Recon Advanced Warfighter 2,PSP,2007,Shooter,Ubisoft,61,64
SpongeBob SquarePants featuring Nicktoons: Globs of Doom,Wii,2008,Action,THQ,47,54
Terminator Salvation,PS3,2009,Shooter,Warner Bros. Interactive Entertainment,43,39
The Lord of the Rings: The Two Towers,GC,2002,Action,Electronic Arts,82,87
Batman: Arkham City,PC,2011,Action,Warner Bros. Interactive Entertainment,91,86
Juiced,PS2,2005,Racing,THQ,68,77
The Warriors,PS2,2005,Action,Take-Two Interactive,84,85
Star Fox Command,DS,2006,Shooter,Nintendo,76,73
Dragon Age: Inquisition,X360,2014,Role-Playing,Electronic Arts,0,51
Bulletstorm,PS3,2011,Shooter,Electronic Arts,83,77
Return to Castle Wolfenstein: Operation Resurrection,PS2,2003,Shooter,Activision,66,80
Mario Tennis: Power Tour,GBA,2005,Sports,Nintendo,81,80
Seaman,DC,1999,Simulation,Sega,82,84
Tales of Symphonia,PS3,2013,Role-Playing,Namco Bandai Games,0,72
Michael Jackson: The Experience,PS3,2011,Misc,Ubisoft,66,84
Stuntman: Ignition,PS3,2007,Racing,THQ,76,62
F.E.A.R. 2: Project Origin,X360,2009,Shooter,Warner Bros. Interactive Entertainment,77,80
Mystery Dungeon: Shiren the Wanderer,DS,2006,Role-Playing,Sega,69,82
GT Pro Series,Wii,2006,Racing,Ubisoft,41,40
Tiger Woods PGA Tour 11,X360,2010,Sports,Electronic Arts,79,78
The Golden Compass,PS2,2007,Action,Sega,46,52
Final Fantasy Chronicles,PS,2001,Role-Playing,Square,89,91
F1 2009,PSP,2009,Racing,Codemasters,68,72
Syphon Filter 3,PS,2001,Shooter,Sony Computer Entertainment,73,85
Metal Gear Solid 2: Substance,PS2,2002,Action,Konami Digital Entertainment,87,90
Tales of Symphonia: Dawn of the New World,Wii,2008,Role-Playing,Namco Bandai Games,68,71
NBA Live 08,X360,2007,Sports,Electronic Arts,73,53
We Love Katamari,PS2,2005,Puzzle,Electronic Arts,86,89
Sesame Street: Once Upon A Monster,X360,2011,Misc,Warner Bros. Interactive Entertainment,79,69
NCAA Football 2003,XB,2002,Sports,Electronic Arts,90,82
We Cheer,Wii,2008,Simulation,505 Games,56,73
Madden NFL 07,PS3,2006,Sports,Electronic Arts,76,42
LEGO Jurassic World,WiiU,2015,Action,Warner Bros. Interactive Entertainment,71,81
NBA Live 09,PS3,2008,Sports,Electronic Arts,75,78
Rory McIlroy PGA Tour,PS4,2015,Action,Electronic Arts,61,37
SingStar Dance,PS3,2010,Misc,Sony Computer Entertainment,65,39
Lords of the Fallen,PS4,2014,Role-Playing,Square Enix,68,66
Tomb Raider: Legend,PS2,2006,Action,Eidos Interactive,82,71
Freedom Fighters,PS2,2003,Shooter,Electronic Arts,81,84
Silent Hill: Origins,PSP,2007,Action,Konami Digital Entertainment,78,78
Gun,XB,2005,Shooter,Activision,79,78
Fight Night Round 3,PSP,2006,Fighting,Electronic Arts,74,81
The Punisher,PS2,2005,Action,THQ,68,82
Kirby and the Rainbow Curse,WiiU,2015,Platform,Nintendo,73,80
SSX On Tour,PS2,2005,Sports,Electronic Arts,80,79
Disgaea 3: Absence of Justice,PS3,2008,Role-Playing,Square Enix,78,75
Tony Hawk's Pro Skater 3,GBA,2002,Sports,Activision,90,80
Way of the Samurai 3,PS3,2008,Action,Gamebridge,58,79
The Sims 2: Open for Business,PC,2006,Simulation,Electronic Arts,78,86
Rune Factory 2: A Fantasy Harvest Moon,DS,2008,Role-Playing,Rising Star Games,77,79
Harry Potter and the Prisoner of Azkaban,GBA,2004,Action,Electronic Arts,69,81
SimAnimals,DS,2009,Simulation,Electronic Arts,70,75
NBA Live 2002,PS,2001,Sports,Electronic Arts,81,88
Way of the Samurai,PS2,2002,Action,Eidos Interactive,74,82
The 3rd Birthday,PSP,2010,Role-Playing,Square Enix,71,61
Kung Fu Panda,PS3,2008,Action,Activision,76,73
Epic Mickey 2: The Power of Two,X360,2012,Action,Disney Interactive Studios,59,55
Pac-Man Fever,PS2,2001,Misc,Sony Computer Entertainment,47,63
Spectrobes: Beyond the Portals,DS,2008,Role-Playing,Disney Interactive Studios,70,77
HSX HyperSonic.Xtreme,PS2,2002,Racing,Midas Interactive Entertainment,53,84
Lair,PS3,2007,Action,Sony Computer Entertainment,53,64
Madden NFL 2004,GC,2003,Sports,Electronic Arts,94,77
Summoner,PS2,2000,Role-Playing,THQ,74,78
Soul Sacrifice,PSV,2013,Role-Playing,Sony Computer Entertainment,77,82
DC Universe Online,PS3,2011,Role-Playing,Sony Online Entertainment,67,74
NBA Live 07,PSP,2006,Sports,Electronic Arts,64,75
IL-2 Sturmovik: Birds of Prey,X360,2009,Simulation,505 Games,80,84
100 All-Time Favorites,DS,2009,Puzzle,Ubisoft,0,62
The Walking Dead: Survival Instinct,PS3,2013,Shooter,Activision,34,36
Major League Baseball 2K10,X360,2010,Sports,Take-Two Interactive,76,76
Alice in Wonderland,Wii,2010,Adventure,Disney Interactive Studios,69,74
Ratatouille,PS3,2007,Action,THQ,55,48
NBA Live 2004,XB,2003,Sports,Electronic Arts,85,82
Iron Man,DS,2008,Action,Sega,56,70
Alien: Isolation,XOne,2014,Shooter,Sega,78,78
Pro Evolution Soccer 2010,Wii,2009,Sports,Konami Digital Entertainment,82,84
Disney's Kim Possible: Revenge of Monkey Fist,GBA,2002,Platform,THQ,62,88
Naruto Shippuden: Clash of Ninja Revolution 3,Wii,2009,Fighting,Nintendo,74,81
Ace Combat Zero: The Belkan War,PS2,2006,Simulation,Namco Bandai Games,75,84
Dragon Age: Origins,PC,2009,Role-Playing,Electronic Arts,91,86
Dynasty Warriors,PSP,2004,Action,Tecmo Koei,62,73
NHL 07,PS2,2006,Sports,Electronic Arts,76,46
SoulCalibur: Broken Destiny,PSP,2009,Fighting,Namco Bandai Games,80,62
Dragon Ball: Raging Blast,X360,2009,Fighting,Namco Bandai Games,56,75
Naruto Shippuden: Ultimate Ninja Storm 3,X360,2013,Fighting,Namco Bandai Games,70,77
The BIGS,PS2,2007,Sports,Take-Two Interactive,71,48
WWE 2K16,PS3,2015,Sports,Take-Two Interactive,0,60
Dragon Ball Z: Supersonic Warriors,GBA,2004,Fighting,Atari,73,70
NBA Ballers,XB,2004,Sports,Midway Games,82,81
Silent Hill 4: The Room,PS2,2004,Action,Konami Digital Entertainment,76,78
Capcom Classics Collection,PS2,2005,Misc,Capcom,78,84
Tiger Woods PGA Tour 13,X360,2012,Sports,Electronic Arts,77,56
The Saboteur,X360,2009,Action,Electronic Arts,73,82
Sonic Riders,PS2,2006,Racing,Sega,55,72
Looney Tunes: Back in Action,PS2,2003,Platform,Warner Bros. Interactive Entertainment,51,75
NHL 09,X360,2008,Sports,Electronic Arts,88,84
Bully: Scholarship Edition,Wii,2008,Action,Take-Two Interactive,83,84
WWE SmackDown vs. RAW 2007,X360,2006,Fighting,THQ,81,78
Midnight Club II,XB,2003,Racing,Take-Two Interactive,86,76
Ratatouille,Wii,2007,Action,THQ,62,67
Avatar: The Last Airbender,GC,2006,Adventure,THQ,60,65
The Mummy Returns,PS2,2001,Action,Universal Interactive,44,70
Hitman: Blood Money,PS2,2006,Action,Eidos Interactive,83,84
Lost: Via Domus,PS3,2008,Action,Ubisoft,54,69
Crash: Mind Over Mutant,PS2,2008,Platform,Vivendi Games,73,65
Activision Anthology,PS2,2002,Misc,Activision,75,77
Picross DS,DS,2007,Puzzle,Nintendo,83,87
Pro Evolution Soccer 2012,X360,2011,Action,Konami Digital Entertainment,78,66
Final Fantasy II Anniversary Edition,PSP,2007,Role-Playing,Square Enix,63,71
Test Drive Unlimited,PSP,2007,Racing,Atari,80,73
Harry Potter and the Half-Blood Prince,PSP,2009,Action,Electronic Arts,0,66
Unit 13,PSV,2012,Shooter,Sony Computer Entertainment,71,75
R.U.S.E.,PS3,2010,Strategy,Ubisoft,76,73
Theatrhythm: Final Fantasy,3DS,2012,Misc,Square Enix,78,78
Goldeneye 007: Reloaded,X360,2011,Shooter,Activision,72,60
Star Wars: Jedi Starfighter,PS2,2002,Simulation,Activision,81,83
Tactics Ogre: The Knight of Lodis,GBA,2001,Role-Playing,Nintendo,88,91
Sega Bass Fishing,Wii,2008,Sports,Sega,59,63
Dead or Alive Ultimate,XB,2004,Fighting,Tecmo Koei,83,87
RPG Maker,PS,1997,Role-Playing,ASCII Entertainment,66,82
Major League Baseball 2K12,X360,2012,Sports,Take-Two Interactive,68,64
Dance Dance Revolution Universe 2,X360,2007,Simulation,Konami Digital Entertainment,65,74
Burnout Revenge,X360,2006,Racing,Electronic Arts,89,81
The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies,PS2,2004,Action,THQ,65,73
Madden NFL 13,Wii,2012,Sports,Electronic Arts,0,73
Madden NFL 11,PS2,2010,Sports,Electronic Arts,0,70
Monster Hunter,PS2,2004,Role-Playing,Capcom,68,89
NBA Street Homecourt,X360,2007,Sports,Electronic Arts,80,82
Tony Hawk's Underground 2,GC,2004,Sports,Activision,82,89
SplashDown: Rides Gone Wild,PS2,2003,Racing,THQ,80,87
Shrek SuperSlam,PS2,2005,Action,Activision,67,90
Rayman Advance,GBA,2001,Platform,Ubisoft,84,84
Wet,X360,0000,Shooter,Bethesda Softworks,69,73
Tomb Raider: Anniversary,PS2,2007,Action,Eidos Interactive,0,82
Fantastic 4,PS2,2005,Action,Activision,64,78
Men in Black II: Alien Escape,PS2,2002,Shooter,Infogrames,50,73
Alice: Madness Returns,X360,2011,Adventure,Electronic Arts,70,81
Madden NFL 07,Wii,2006,Sports,Electronic Arts,81,80
Spider-Man 2,DS,2004,Action,Activision,61,50
Ridge Racer 3D,3DS,2011,Racing,Namco Bandai Games,75,72
Picross 3D,DS,2009,Puzzle,Nintendo,83,84
Dynasty Warriors: Gundam 2,PS3,2008,Action,Namco Bandai Games,54,70
Cars Mater-National Championship,Wii,2007,Racing,THQ,0,67
Super Monkey Ball 3D,3DS,2011,Action,Sega,55,55
Euro Truck Simulator,PC,2008,Simulation,Rondomedia,0,76
SpongeBob SquarePants: Creature from the Krusty Krab,Wii,2006,Platform,THQ,57,56
F1 2012,X360,2012,Racing,Codemasters,84,69
Tony Hawk's Project 8,X360,2006,Sports,Activision,81,76
Bleach: Soul Resurreccion,PS3,2011,Fighting,Nippon Ichi Software,58,72
The Matrix: Path of Neo,PS2,2005,Action,Atari,69,79
Dragon Ball Z: Supersonic Warriors 2,DS,2005,Fighting,Atari,66,76
Sonic Lost World,3DS,2013,Platform,Sega,59,65
WWE Wrestlemania X8,GC,2002,Fighting,THQ,64,69
Boogie,Wii,2007,Misc,Electronic Arts,57,53
GoldenEye: Rogue Agent,XB,2004,Shooter,Electronic Arts,61,72
Fire Emblem: Radiant Dawn,Wii,2007,Strategy,Nintendo,78,87
The Sims,GC,2003,Simulation,Electronic Arts,85,77
Plants vs. Zombies: Garden Warfare 2,PS4,2016,Shooter,Electronic Arts,81,77
Grandia III,PS2,2005,Role-Playing,Square Enix,77,83
Ace Combat: Assault Horizon,X360,2011,Action,Namco Bandai Games,78,62
Scarface: The World is Yours,XB,2006,Action,Vivendi Games,76,84
Resident Evil: The Mercenaries 3D,3DS,2011,Action,Capcom,65,64
Star Wars Battlefront: Elite Squadron,DS,2009,Shooter,LucasArts,61,50
SpongeBob SquarePants: Creature from the Krusty Krab,DS,2006,Platform,THQ,56,73
Backyard Baseball,PS2,2004,Sports,Atari,0,72
Middle-Earth: Shadow of Mordor,X360,2014,Action,Warner Bros. Interactive Entertainment,0,46
Barbie Horse Adventures: Wild Horse Rescue,PS2,2003,Sports,Universal Interactive,0,66
Pokemon Art Academy ,3DS,2014,Misc,Nintendo,76,77
Medal of Honor,PC,2010,Shooter,Electronic Arts,72,64
Asphalt 3D,3DS,2011,Racing,Ubisoft,43,44
Crazy Taxi,GC,2001,Racing,Acclaim Entertainment,69,75
Dragon Ball Z: Burst Limit,X360,2008,Fighting,Atari,72,76
Spy Hunter 2,PS2,2003,Racing,Midway Games,57,64
Sniper: Art of Victory,PC,2008,Shooter,City Interactive,36,36
Tales of Legendia,PS2,2005,Role-Playing,Namco Bandai Games,72,77
FIFA Soccer 09,DS,2008,Sports,Electronic Arts,84,61
Steel Diver,3DS,2011,Action,Nintendo,58,63
Bravely Second: End Layer,3DS,2015,Role-Playing,Nintendo,81,74
Alone in the Dark,X360,2008,Adventure,Atari,58,57
Shrek the Third,PS2,2007,Action,Activision,56,61
Need for Speed: Porsche Unleashed,GBA,2004,Racing,Zoo Digital Publishing,62,78
Far Cry 2,PC,2008,Action,Ubisoft,85,58
NFL Street 2,XB,2004,Sports,Electronic Arts,78,65
Rock Band Unplugged,PSP,2009,Misc,MTV Games,79,86
Skylanders: SuperChargers,WiiU,2015,Action,Activision,87,56
You're in the Movies,X360,2008,Misc,Microsoft Game Studios,55,55
Scene It? Lights Camera Action,X360,2007,Misc,Microsoft Game Studios,73,81
MotorStorm: Apocalypse,PS3,2011,Racing,Sony Computer Entertainment,77,77
